,NetLoss0,NetLoss1,$|L_2 - L_1|$,$P(L > Q(0.6))$,Required Capital,Payout CVaR,Average Cost,a_1,a_2,b_1,b_2
868,5.52,5.34,0.18,0.00,3.01,7.36,4.50,0.84,0.88,-4.13,-4.46
869,5.80,5.90,0.11,0.09,2.94,6.47,3.68,0.82,0.83,-4.67,-4.77
870,4.63,4.87,0.25,0.00,2.84,8.45,5.75,0.89,0.88,-3.86,-3.81
871,4.30,4.23,0.07,0.00,3.18,9.86,6.83,0.91,0.93,-3.57,-3.60
872,5.92,5.64,0.28,0.02,3.30,7.07,3.93,0.87,0.88,-4.89,-5.12
873,6.06,5.78,0.28,0.04,2.91,5.92,3.15,0.82,0.85,-4.85,-5.14
874,5.44,5.64,0.20,0.07,3.17,7.21,4.20,0.86,0.93,-4.60,-5.04
875,5.39,5.54,0.15,0.09,3.82,7.83,4.20,0.87,0.90,-4.73,-4.91
876,5.28,5.01,0.27,0.00,3.11,7.85,4.89,0.94,0.91,-4.88,-4.66
877,4.76,4.97,0.21,0.01,2.65,7.80,5.28,0.89,0.91,-4.03,-4.30
878,4.46,4.50,0.04,0.00,2.79,8.83,6.18,0.90,1.00,-3.70,-4.47
879,4.44,4.48,0.03,0.00,3.08,9.45,6.52,0.91,0.94,-3.66,-3.89
880,5.78,5.93,0.15,0.12,3.01,6.24,3.38,0.84,0.79,-4.82,-4.51
881,4.84,5.05,0.20,0.00,3.99,9.20,5.41,0.93,0.95,-4.40,-4.64
882,5.38,4.79,0.60,0.00,3.14,8.07,5.09,0.88,0.88,-4.38,-4.20
883,5.16,5.14,0.02,0.00,3.08,7.90,4.97,0.94,0.90,-4.73,-4.42
884,4.26,4.31,0.05,0.00,4.30,10.56,6.48,0.98,0.91,-4.29,-3.79
885,5.55,5.27,0.27,0.00,2.59,6.83,4.37,0.88,0.93,-4.74,-5.08
886,5.34,5.26,0.08,0.00,2.64,7.02,4.52,0.94,0.89,-4.91,-4.46
887,5.35,5.55,0.20,0.05,2.66,6.85,4.33,0.90,0.89,-4.84,-4.71
888,4.70,4.51,0.20,0.00,3.51,8.88,5.55,0.87,0.91,-3.84,-4.18
889,4.40,4.11,0.29,0.00,3.06,9.59,6.68,0.95,0.93,-4.01,-3.72
890,4.73,4.69,0.04,0.02,3.53,8.93,5.58,0.94,0.94,-4.42,-4.35
891,5.78,6.07,0.29,0.08,2.67,5.84,3.31,0.79,0.82,-4.53,-4.78
892,4.89,5.14,0.25,0.00,4.33,9.39,5.27,0.90,0.94,-4.18,-4.70
893,5.55,5.53,0.02,0.03,4.37,8.43,4.27,0.85,0.88,-4.62,-4.79
894,4.39,4.48,0.09,0.00,4.09,10.21,6.33,0.93,0.94,-3.93,-4.04
895,5.44,5.23,0.21,0.00,2.73,7.16,4.56,0.89,0.86,-4.57,-4.42
896,5.27,5.01,0.26,0.01,2.41,7.19,4.90,0.90,0.91,-4.60,-4.75
897,5.29,5.16,0.13,0.01,2.06,6.65,4.70,0.88,0.86,-4.42,-4.30
898,5.27,5.28,0.02,0.01,3.07,7.70,4.78,0.91,0.91,-4.39,-4.52
899,4.18,4.47,0.29,0.00,3.09,9.18,6.25,0.92,0.94,-3.69,-4.09
900,5.82,5.55,0.27,0.05,3.51,6.92,3.59,0.89,0.85,-5.17,-4.74
901,4.56,4.40,0.16,0.00,3.53,9.81,6.45,0.96,0.96,-4.21,-4.29
902,4.56,4.90,0.34,0.00,2.58,8.12,5.67,0.96,0.92,-4.43,-4.19
903,5.10,5.21,0.11,0.00,2.86,7.50,4.78,0.90,0.93,-4.49,-4.74
904,5.08,5.10,0.01,0.01,2.41,7.08,4.79,0.85,0.95,-4.00,-4.84
905,4.56,4.43,0.12,0.00,2.39,8.22,5.95,0.93,0.88,-4.07,-3.60
906,5.77,5.45,0.32,0.03,3.45,7.31,4.03,0.88,0.91,-4.82,-5.08
907,4.94,5.30,0.36,0.00,2.78,7.56,4.92,0.88,0.92,-4.31,-4.63
908,5.17,5.30,0.13,0.00,2.97,7.36,4.54,0.89,0.91,-4.49,-4.84
909,5.05,5.08,0.03,0.03,3.21,7.93,4.88,0.91,0.88,-4.54,-4.32
910,5.50,5.26,0.24,0.05,3.44,7.74,4.47,0.89,0.88,-4.70,-4.61
911,4.71,4.87,0.16,0.00,2.56,8.00,5.57,0.94,0.94,-4.42,-4.43
912,5.56,5.91,0.36,0.24,4.44,7.57,3.35,0.86,0.86,-5.10,-5.16
913,5.72,6.02,0.30,0.21,3.13,6.36,3.39,0.84,0.84,-4.80,-4.75
914,5.11,5.34,0.23,0.00,2.42,7.00,4.70,0.90,0.90,-4.59,-4.68
915,4.35,4.29,0.05,0.00,2.91,9.52,6.75,0.98,0.90,-4.15,-3.53
916,4.81,4.98,0.17,0.01,3.46,8.85,5.56,0.88,0.97,-4.06,-4.85
917,4.61,4.02,0.60,0.00,2.91,9.17,6.41,0.92,0.94,-3.88,-3.84
918,4.99,5.16,0.17,0.01,3.14,7.96,4.97,0.90,0.91,-4.34,-4.40
919,4.66,4.31,0.35,0.00,2.54,8.80,6.40,0.93,0.90,-4.08,-3.64
920,4.70,4.56,0.15,0.00,2.77,8.32,5.68,0.91,0.98,-4.13,-4.73
921,4.81,4.45,0.37,0.00,2.36,8.29,6.05,0.90,0.95,-3.92,-4.26
922,5.39,5.64,0.25,0.09,2.89,6.93,4.19,0.84,0.90,-4.35,-4.90
923,5.07,5.16,0.08,0.00,3.57,8.00,4.61,0.87,0.87,-4.32,-4.36
924,5.15,5.36,0.20,0.00,3.12,7.87,4.90,0.87,0.92,-4.28,-4.83
925,4.78,4.78,0.00,0.00,2.82,8.35,5.67,0.93,1.00,-4.33,-4.91
926,5.00,4.87,0.13,0.00,3.13,8.09,5.12,0.92,0.91,-4.55,-4.30
927,4.41,4.56,0.14,0.00,3.38,9.75,6.54,0.97,0.92,-4.23,-3.90
928,5.21,5.21,0.00,0.00,3.45,8.00,4.72,0.92,0.87,-4.88,-4.36
929,4.31,4.61,0.30,0.00,3.22,9.15,6.09,0.88,0.92,-3.58,-3.97
930,4.84,4.72,0.11,0.00,5.03,10.48,5.70,0.94,0.93,-4.49,-4.38
931,5.13,5.02,0.10,0.00,2.34,7.29,5.07,0.92,0.87,-4.72,-4.35
932,4.63,5.01,0.38,0.00,2.74,8.00,5.40,0.89,0.95,-4.05,-4.68
933,4.32,4.36,0.04,0.00,2.82,9.05,6.37,0.99,0.88,-4.39,-3.42
934,4.12,4.66,0.54,0.00,2.95,8.77,5.97,0.93,0.97,-3.86,-4.41
935,4.47,4.70,0.23,0.01,3.58,9.14,5.74,0.99,0.97,-4.59,-4.51
936,5.35,4.99,0.35,0.01,2.86,7.51,4.79,0.88,0.83,-4.60,-4.08
937,4.92,4.92,0.00,0.00,2.85,8.16,5.46,0.91,0.90,-4.32,-4.24
938,4.19,4.37,0.18,0.00,3.12,9.51,6.55,0.91,0.97,-3.57,-4.25
939,5.05,5.07,0.03,0.00,3.45,8.18,4.91,0.88,0.93,-4.12,-4.60
940,6.22,5.79,0.42,0.10,3.38,6.40,3.20,0.83,0.81,-5.06,-4.72
941,5.07,4.90,0.17,0.00,3.61,9.06,5.63,0.92,0.90,-4.40,-4.15
942,5.14,5.22,0.08,0.01,2.56,7.14,4.71,0.88,0.92,-4.42,-4.84
943,5.35,5.56,0.22,0.01,3.55,8.00,4.63,0.94,0.88,-5.02,-4.49
944,4.59,4.41,0.18,0.00,3.61,9.50,6.06,0.95,0.96,-4.36,-4.30
945,5.82,5.44,0.37,0.01,2.53,6.07,3.67,0.85,0.84,-4.65,-4.61
946,5.20,5.31,0.11,0.03,3.84,8.10,4.44,0.92,0.93,-4.81,-5.04
947,5.18,5.42,0.23,0.03,2.47,6.97,4.62,0.86,0.88,-4.33,-4.38
948,5.29,5.22,0.07,0.00,2.82,7.52,4.85,0.86,0.88,-4.15,-4.37
949,5.70,5.15,0.55,0.03,2.37,6.62,4.38,0.92,0.85,-5.09,-4.38
950,4.54,4.51,0.04,0.00,3.31,9.41,6.26,0.91,0.92,-3.81,-3.97
951,4.44,4.30,0.13,0.00,2.71,8.85,6.27,0.97,0.94,-4.32,-4.01
952,5.51,5.49,0.02,0.01,2.63,6.66,4.16,0.86,0.87,-4.65,-4.70
953,5.03,4.91,0.12,0.01,2.13,6.81,4.79,0.91,0.88,-4.52,-4.30
954,4.13,4.30,0.17,0.00,2.84,9.03,6.34,0.93,0.90,-3.73,-3.64
955,4.43,4.49,0.06,0.00,2.89,9.05,6.31,0.93,0.95,-3.98,-4.02
956,4.28,4.20,0.07,0.00,3.16,9.66,6.66,0.91,0.97,-3.68,-4.13
957,5.37,5.01,0.36,0.00,2.28,7.21,5.04,0.94,0.91,-4.78,-4.38
958,5.23,5.41,0.18,0.04,2.44,6.97,4.66,0.91,0.92,-4.60,-4.76
959,5.49,5.25,0.23,0.00,3.10,7.54,4.60,0.88,0.92,-4.67,-4.78
960,4.39,4.36,0.03,0.00,2.45,8.58,6.25,0.94,0.90,-4.06,-3.70
961,5.85,5.74,0.10,0.04,3.40,6.71,3.48,0.87,0.83,-5.04,-4.72
962,4.41,4.32,0.09,0.00,2.98,9.42,6.59,0.95,0.97,-4.09,-4.16
963,5.48,5.29,0.19,0.02,3.06,7.23,4.32,0.92,0.89,-4.90,-4.67
964,4.41,4.52,0.11,0.00,3.23,8.91,5.84,0.92,0.91,-4.05,-4.06
965,4.97,5.22,0.26,0.02,3.19,8.00,4.96,0.93,0.91,-4.71,-4.64
966,5.55,5.21,0.34,0.04,2.04,6.16,4.22,0.93,0.90,-5.09,-4.68
967,4.58,4.73,0.16,0.00,3.11,8.86,5.90,0.90,0.88,-3.96,-3.88
968,4.74,4.78,0.04,0.00,3.71,9.32,5.79,0.95,0.97,-4.36,-4.68
969,5.08,5.37,0.28,0.00,2.75,7.07,4.45,0.87,0.88,-4.30,-4.36
970,4.92,4.92,0.01,0.00,2.85,8.00,5.29,0.92,0.91,-4.44,-4.31
971,4.52,4.31,0.22,0.00,3.90,10.21,6.50,0.89,0.95,-3.64,-4.20
972,5.55,5.45,0.10,0.01,2.45,6.04,3.71,0.86,0.84,-4.79,-4.57
973,4.98,4.64,0.34,0.00,2.58,8.28,5.82,0.90,0.94,-4.08,-4.34
974,5.48,5.49,0.01,0.03,3.80,7.51,3.90,0.88,0.89,-4.79,-4.78
975,5.19,5.17,0.02,0.02,3.24,8.00,4.92,0.89,0.90,-4.42,-4.44
976,5.40,5.54,0.14,0.01,2.84,6.83,4.13,0.87,0.88,-4.61,-4.71
977,4.92,5.06,0.14,0.00,2.91,8.00,5.23,0.89,0.91,-4.25,-4.42
978,4.80,4.72,0.08,0.00,3.66,9.34,5.86,0.94,0.90,-4.43,-4.01
979,5.69,5.89,0.20,0.13,2.77,5.99,3.36,0.83,0.83,-4.86,-4.81
980,4.87,4.87,0.01,0.00,2.86,8.00,5.29,0.92,0.90,-4.38,-4.41
981,5.35,5.03,0.33,0.01,3.37,7.96,4.76,0.89,0.92,-4.47,-4.51
982,6.17,6.04,0.13,0.09,3.45,6.62,3.35,0.83,0.85,-4.78,-4.89
983,4.46,4.21,0.25,0.00,2.63,9.05,6.55,0.93,0.92,-3.84,-3.81
984,4.93,4.90,0.03,0.00,3.06,8.00,5.10,0.89,0.91,-4.28,-4.46
985,5.22,5.32,0.10,0.01,3.00,7.81,4.96,0.88,0.91,-4.25,-4.57
986,4.91,4.66,0.24,0.00,2.42,7.94,5.64,0.90,0.97,-3.99,-4.52
987,5.08,5.24,0.15,0.00,3.19,7.96,4.93,0.92,0.92,-4.49,-4.70
988,4.77,4.58,0.19,0.00,2.87,8.00,5.28,0.91,0.86,-4.35,-4.01
989,4.53,4.84,0.32,0.01,3.28,8.68,5.57,0.92,0.94,-4.23,-4.41
990,5.16,5.27,0.11,0.03,3.01,7.66,4.80,0.90,0.93,-4.53,-4.75
991,4.61,4.46,0.15,0.00,2.47,8.56,6.21,0.90,0.94,-3.81,-4.09
992,4.51,4.60,0.09,0.00,3.07,8.81,5.89,0.90,0.94,-3.79,-4.10
993,5.28,5.46,0.18,0.01,3.29,7.62,4.50,0.93,0.87,-5.00,-4.53
994,5.22,5.37,0.15,0.02,3.30,7.63,4.50,0.89,0.88,-4.50,-4.52
995,5.30,5.11,0.20,0.00,3.16,7.76,4.76,0.89,0.87,-4.64,-4.17
996,4.89,4.96,0.07,0.01,2.46,7.48,5.14,0.91,0.89,-4.26,-4.19
997,5.03,5.07,0.04,0.00,2.58,6.99,4.54,0.89,0.91,-4.54,-4.77
998,4.25,4.17,0.08,0.00,3.95,10.48,6.73,0.93,0.95,-3.89,-3.93
999,4.78,4.47,0.31,0.00,2.98,8.62,5.79,0.91,0.92,-4.08,-4.17
